user_id,reference_domain,squatting_technique,created_domain,elapsed_time,squatting_technique1,squatting_technique2,squatting_technique3,squatting_technique4,squatting_technique5
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.com,typosquatting,wwwdhl.com,3302,typosquatting,wrong_tld,combosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,subdomain_usage,account.google.com.test-domain.com,3663,typosquatting,combosquatting,subdomain,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,google.com,homograph,googlẹ.com,4803,subdomain,typosquatting,combosquatting,homograph,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,paypal.com,homograph,paỿpal.com,8345,typosquatting,subdomain,combosquatting,wrong_tld,homograph
26297582-d68c-43a8-a9f5-cd102f9144d9,docusign.com,combosquatting,verify-docusign.com,5270,homograph,combosquatting,typosquatting,wrong_tld,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,dropbox.com,combosquatting,dropbox-account.com,3835,subdomain,typosquatting,combosquatting,homograph,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,chase.com,subdomain_usage,rdrra.chase.com.kmkjc.test-domain.com,5327,wrong_tld,subdomain,typosquatting,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,chase.com,combosquatting,gchasez4.com,4052,subdomain,wrong_tld,typosquatting,combosquatting,homograph
26297582-d68c-43a8-a9f5-cd102f9144d9,americanexpress.com,combosquatting,validation-americanexpress.com,5663,homograph,combosquatting,typosquatting,subdomain,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,google.com,subdomain_usage,official.google.com.test-domain.com,3624,combosquatting,subdomain,wrong_tld,typosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,docusign.com,homograph,docuꜱign.com,15037,subdomain,combosquatting,typosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,americanexpress.com,combosquatting,x1americanexpressoo.com,4559,subdomain,typosquatting,wrong_tld,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,linkedin.com,typosquatting,linkedni.com,15012,typosquatting,wrong_tld,subdomain,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com,typosquatting,amazn.com,7529,combosquatting,homograph,typosquatting,subdomain,wrong_tld
26297582-d68c-43a8-a9f5-cd102f9144d9,paypal.com,combosquatting,service-paypal.com,3030,homograph,combosquatting,typosquatting,subdomain,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahoo.com,wrong_tld,yahoo.net,3823,wrong_tld,homograph,subdomain,typosquatting,combosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,xfinity.com,subdomain_usage,secure.xfinity.com.validation.test-domain.com,3209,subdomain,combosquatting,wrong_tld,typosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,bankofamerica.com,subdomain_usage,service.bankofamerica.com.test-domain.com,21215,homograph,subdomain,wrong_tld,typosquatting,combosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,yahoo.com,combosquatting,pyahoo1.com,3261,typosquatting,combosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,linkedin.com,subdomain_usage,2u8g8.linkedin.com.test-domain.com,2271,subdomain,typosquatting,combosquatting,homograph,wrong_tld
26297582-d68c-43a8-a9f5-cd102f9144d9,netflix.com,combosquatting,service-netflix.com,3758,wrong_tld,subdomain,homograph,typosquatting,combosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com,subdomain_usage,secure.amazon.com.test-domain.com,2638,combosquatting,typosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,facebook.com,homograph,facebooķ.com,8503,typosquatting,homograph,subdomain,wrong_tld,combosquatting
5905d562-79b7-4f1f-b045-708572f51e3b,docusign.com,typosquatting,docussign.com,30218,wrong_tld,combosquatting,typosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dropbox.com,typosquatting,wwwdropbox.com,5494,typosquatting,combosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,combosquatting,tcinstagram.com,1935,combosquatting,typosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,chase.com,subdomain_usage,verify.chase.com.odde4.test-domain.com,2560,wrong_tld,combosquatting,subdomain,homograph,typosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,linkedin.com,wrong_tld,linkedin.md,5907,typosquatting,homograph,combosquatting,wrong_tld,subdomain
26297582-d68c-43a8-a9f5-cd102f9144d9,americanexpress.com,combosquatting,service-americanexpress.com,3422,typosquatting,wrong_tld,subdomain,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,dhl.com,subdomain_usage,ql34g.dhl.com.verify.test-domain.com,3190,wrong_tld,typosquatting,subdomain,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,typosquatting,wwwgoogle.com,2255,typosquatting,homograph,subdomain,combosquatting,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,att.com,subdomain_usage,account.att.com.test-domain.com,8709,subdomain,combosquatting,wrong_tld,typosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dropbox.com,wrong_tld,dropbox.top,3113,typosquatting,combosquatting,wrong_tld,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com,wrong_tld,amazon.de,8671,typosquatting,wrong_tld,subdomain,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,orange.com,homograph,oránge.com,2751,homograph,typosquatting,wrong_tld,combosquatting,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,yahoo.com,wrong_tld,yahoo.top,12472,combosquatting,typosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,bankofamerica.com,subdomain_usage,account.bankofamerica.com.test-domain.com,1725,typosquatting,subdomain,wrong_tld,combosquatting,homograph
26297582-d68c-43a8-a9f5-cd102f9144d9,bankofamerica.com,combosquatting,account-bankofamerica.com,3121,typosquatting,subdomain,combosquatting,homograph,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,amazon.com,typosquatting,wwwamazon.com,13907,homograph,combosquatting,typosquatting,subdomain,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.com,wrong_tld,dhl.md,12123,homograph,typosquatting,wrong_tld,subdomain,combosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dropbox.com,typosquatting,drpbox.com,5431,wrong_tld,combosquatting,typosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,docusign.com,subdomain_usage,signin.docusign.com.test-domain.com,2551,wrong_tld,typosquatting,subdomain,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,chase.com,combosquatting,login-chase.com,2472,subdomain,homograph,typosquatting,combosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahoo.com,wrong_tld,yahoo.top,2559,homograph,wrong_tld,typosquatting,combosquatting,subdomain
26297582-d68c-43a8-a9f5-cd102f9144d9,netflix.com,combosquatting,login-netflix.com,3926,combosquatting,wrong_tld,subdomain,typosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,yahoo.com,combosquatting,official-yahoo.com,7900,typosquatting,subdomain,wrong_tld,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,subdomain_usage,kmhl1.google.com.signin.test-domain.com,2776,wrong_tld,typosquatting,combosquatting,homograph,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,att.com,subdomain_usage,authentication.att.com.test-domain.com,4126,wrong_tld,combosquatting,typosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.com,combosquatting,service-dhl.com,1771,subdomain,typosquatting,combosquatting,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,google.com,combosquatting,support-googlee.com,3054,subdomain,typosquatting,wrong_tld,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,bankofamerica.com,typosquatting,bankofaerica.com,3343,homograph,typosquatting,subdomain,combosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,homograph,insţagram.com,5008,combosquatting,homograph,subdomain,typosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,docusign.com,typosquatting,docusin.com,3146,homograph,wrong_tld,typosquatting,combosquatting,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,facebook.com,subdomain_usage,mwomb.facebook.com.test-domain.com,4592,typosquatting,subdomain,combosquatting,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,americanexpress.com,combosquatting,americanexpress-support.com,4287,homograph,wrong_tld,typosquatting,combosquatting,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,combosquatting,0tinstagram.com,2727,homograph,combosquatting,typosquatting,wrong_tld,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dhl.com,wrong_tld,dhl.top,2255,wrong_tld,typosquatting,combosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,facebook.com,combosquatting,ofacebooknb.com,3774,typosquatting,combosquatting,wrong_tld,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com,subdomain_usage,secure.amazon.com.ygqlx.test-domain.com,8751,subdomain,wrong_tld,combosquatting,homograph,typosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,microsoft.com,wrong_tld,microsoft.de,2949,homograph,wrong_tld,combosquatting,subdomain,typosquatting
5905d562-79b7-4f1f-b045-708572f51e3b,docusign.com,homograph,docúsign.com,25932,wrong_tld,combosquatting,subdomain,typosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,amazon.com,combosquatting,5amazon.com,9400,wrong_tld,homograph,subdomain,typosquatting,combosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,instagram.com,typosquatting,instgaram.com,4567,subdomain,homograph,wrong_tld,combosquatting,typosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,subdomain_usage,4p76y.instagram.com.pjc11.test-domain.com,6451,subdomain,wrong_tld,typosquatting,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,microsoft.com,subdomain_usage,microsoft.com.test-domain.com,9535,combosquatting,wrong_tld,subdomain,typosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,microsoft.com,typosquatting,microsof.com,3279,subdomain,typosquatting,combosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,typosquatting,instagam.com,2264,combosquatting,typosquatting,wrong_tld,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,xfinity.com,subdomain_usage,validation.xfinity.com.test-domain.com,2441,typosquatting,combosquatting,wrong_tld,homograph,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,americanexpress.com,combosquatting,v6americanexpress9r.com,3509,typosquatting,subdomain,combosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dropbox.com,typosquatting,dropbxo.com,4831,wrong_tld,typosquatting,combosquatting,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,netflix.com,subdomain_usage,4nadt.netflix.com.test-domain.com,4079,combosquatting,subdomain,typosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,netflix.com,wrong_tld,netflix.top,2630,typosquatting,wrong_tld,homograph,subdomain,combosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,americanexpress.com,combosquatting,2americanexpressr7.com,3327,subdomain,wrong_tld,typosquatting,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,linkedin.com,subdomain_usage,linkedin.com.test-domain.com,2176,wrong_tld,typosquatting,subdomain,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,paypal.com,wrong_tld,paypal.md,9829,subdomain,typosquatting,wrong_tld,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,amazon.com,wrong_tld,amazon.top,4863,combosquatting,wrong_tld,typosquatting,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,orange.com,subdomain_usage,signin.orange.com.test-domain.com,1998,combosquatting,typosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,facebook.com,wrong_tld,facebook.de,4270,typosquatting,homograph,wrong_tld,subdomain,combosquatting
5905d562-79b7-4f1f-b045-708572f51e3b,instagram.com,typosquatting,instgaram.com,30407,homograph,combosquatting,wrong_tld,subdomain,typosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,wellsfargo.com,typosquatting,wellsargo.com,2739,subdomain,combosquatting,typosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,docusign.com,wrong_tld,docusign.de,13150,combosquatting,typosquatting,homograph,wrong_tld,subdomain
78b800ab-37b4-43d5-9b88-f984c92d06a3,bankofamerica.com,typosquatting,bankofmerica.com,11848,wrong_tld,subdomain,homograph,typosquatting,combosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahoo.com,typosquatting,yaho.com,2146,combosquatting,typosquatting,subdomain,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,linkedin.com,typosquatting,linekdin.com,14878,typosquatting,wrong_tld,combosquatting,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,orange.com,typosquatting,oranve.com,3943,homograph,typosquatting,combosquatting,subdomain,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,att.com,subdomain_usage,tqt9c.att.com.test-domain.com,1474,subdomain,combosquatting,wrong_tld,typosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,americanexpress.com,subdomain_usage,9rwij.americanexpress.com.test-domain.com,13320,typosquatting,subdomain,homograph,combosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,linkedin.com,subdomain_usage,validation.linkedin.com.official.test-domain.com,3743,combosquatting,typosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,linkedin.com,wrong_tld,linkedin.md,2809,wrong_tld,typosquatting,subdomain,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,microsoft.com,subdomain_usage,pe930.microsoft.com.v3qnp.test-domain.com,3184,combosquatting,subdomain,typosquatting,homograph,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,apple.com,typosquatting,wwwapple.com,1524,typosquatting,wrong_tld,subdomain,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,instagram.com,typosquatting,nstagram.com,8375,typosquatting,homograph,subdomain,wrong_tld,combosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,netflix.com,typosquatting,netfix.com,5655,wrong_tld,typosquatting,subdomain,homograph,combosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,wellsfargo.com,typosquatting,welllsfargo.com,8925,combosquatting,homograph,wrong_tld,typosquatting,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,homograph,inѕtagram.com,3120,homograph,combosquatting,subdomain,typosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,bankofamerica.com,wrong_tld,bankofamerica.net,4431,typosquatting,combosquatting,wrong_tld,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahoo.com,typosquatting,wwwyahoo.com,1194,typosquatting,subdomain,combosquatting,homograph,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,bankofamerica.com,typosquatting,bankofanerica.com,24265,typosquatting,wrong_tld,subdomain,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,americanexpress.com,typosquatting,americanexress.com,9160,homograph,wrong_tld,typosquatting,subdomain,combosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,combosquatting,l6instagram-validation.com,4186,combosquatting,subdomain,typosquatting,wrong_tld,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,google.com,homograph,goȭgle.com,2402,homograph,typosquatting,subdomain,combosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,combosquatting,login-google61.com,4447,subdomain,wrong_tld,combosquatting,typosquatting,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,paypal.com,combosquatting,spaypal.com,1044,combosquatting,wrong_tld,subdomain,typosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,att.com,homograph,aᴛt.com,9687,subdomain,combosquatting,typosquatting,wrong_tld,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,bankofamerica.com,typosquatting,wwwbankofamerica.com,640,typosquatting,subdomain,combosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com,combosquatting,0amazond.com,3622,combosquatting,subdomain,wrong_tld,typosquatting,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,xfinity.com,typosquatting,wwwxfinity.com,396,typosquatting,subdomain,wrong_tld,combosquatting,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,apple.com,typosquatting,wwwapple.com,459,typosquatting,wrong_tld,combosquatting,subdomain,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,americanexpress.com,homograph,amèricanexpress.com,1279,homograph,combosquatting,typosquatting,subdomain,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,netflix.com,subdomain_usage,mobile.netflix.com.test-domain.com,3063,typosquatting,homograph,combosquatting,wrong_tld,subdomain
5905d562-79b7-4f1f-b045-708572f51e3b,xfinity.com,combosquatting,4uxfinity.com,483,combosquatting,typosquatting,subdomain,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,dropbox.com,typosquatting,dorpbox.com,18014,typosquatting,combosquatting,subdomain,wrong_tld,homograph
01699478-6d3b-4f57-949f-d97e233e727c,netflix.com,combosquatting,netflix-account.com,66674,typosquatting,combosquatting,wrong_tld,subdomain,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,facebook.com,typosquatting,faceboook.com,8596,typosquatting,subdomain,combosquatting,homograph,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,amazon.com,typosquatting,amazn.com,3335,typosquatting,wrong_tld,subdomain,combosquatting,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,docusign.com,wrong_tld,docusign.net,5074,wrong_tld,subdomain,typosquatting,homograph,combosquatting
78b800ab-37b4-43d5-9b88-f984c92d06a3,netflix.com,subdomain_usage,9wf1s.netflix.com.h8aex.test-domain.com,9670,typosquatting,combosquatting,homograph,subdomain,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,facebook.com,typosquatting,facebbook.com,25023,typosquatting,subdomain,combosquatting,wrong_tld,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,dropbox.com,combosquatting,dropbox-authentication.com,4734,typosquatting,combosquatting,subdomain,wrong_tld,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,chase.com,wrong_tld,chase.top,2752,combosquatting,wrong_tld,subdomain,typosquatting,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,dropbox.com,subdomain_usage,m7yq8.dropbox.com.test-domain.com,4664,typosquatting,homograph,combosquatting,subdomain,wrong_tld
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,amazon.com,typosquatting,wwwamazon.com,2895,subdomain,typosquatting,combosquatting,homograph,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,linkedin.com,typosquatting,linkedi.com,2301,wrong_tld,typosquatting,subdomain,homograph,combosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,instagram.com,typosquatting,wwwinstagram.com,12901,typosquatting,combosquatting,subdomain,wrong_tld,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,orange.com,typosquatting,orage.com,2707,homograph,combosquatting,typosquatting,subdomain,wrong_tld
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,att.com,typosquatting,art.com,8487,homograph,typosquatting,subdomain,wrong_tld,combosquatting
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,amazon.com,homograph,amaȥon.com,9526,typosquatting,combosquatting,subdomain,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,google.com,typosquatting,googel.com,27240,combosquatting,subdomain,homograph,typosquatting,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,facebook.com,combosquatting,7facebook.com,1893,combosquatting,typosquatting,subdomain,wrong_tld,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,yahoo.com,combosquatting,5dyahoovo.com,14638,typosquatting,homograph,combosquatting,wrong_tld,subdomain
5905d562-79b7-4f1f-b045-708572f51e3b,docusign.com,combosquatting,mobile-docusignmw.com,14996,wrong_tld,typosquatting,subdomain,combosquatting,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,chase.com,typosquatting,wwwchase.com,2097,typosquatting,subdomain,homograph,combosquatting,wrong_tld
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,dropbox.com,subdomain_usage,mobile.dropbox.com.test-domain.com,4342,combosquatting,typosquatting,homograph,subdomain,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,dropbox.com,typosquatting,wwwdropbox.com,1847,typosquatting,homograph,wrong_tld,combosquatting,subdomain
5905d562-79b7-4f1f-b045-708572f51e3b,facebook.com,wrong_tld,facebook.de,3042,wrong_tld,homograph,typosquatting,combosquatting,subdomain
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,facebook.com,combosquatting,pfacebook.com,2831,combosquatting,subdomain,wrong_tld,typosquatting,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,amazon.com,combosquatting,account-amazon2.com,11510,typosquatting,combosquatting,homograph,subdomain,wrong_tld
01699478-6d3b-4f57-949f-d97e233e727c,amazon.com,combosquatting,login-amazon.com,38968,combosquatting,wrong_tld,typosquatting,subdomain,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,wellsfargo.com,subdomain_usage,support.wellsfargo.com.test-domain.com,2799,typosquatting,subdomain,homograph,combosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,yahoo.com,combosquatting,z7yahoo-authentication.com,11943,typosquatting,homograph,combosquatting,wrong_tld,subdomain
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,google.com,typosquatting,googl.com,3415,typosquatting,combosquatting,wrong_tld,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,docusign.com,combosquatting,pdocusignv.com,12464,typosquatting,combosquatting,subdomain,wrong_tld,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,instagram.com,typosquatting,insagram.com,6056,wrong_tld,homograph,typosquatting,combosquatting,subdomain
5905d562-79b7-4f1f-b045-708572f51e3b,dropbox.com,typosquatting,dropbo.com,11326,typosquatting,combosquatting,homograph,wrong_tld,subdomain
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,att.com,homograph,aтt.com,3568,homograph,wrong_tld,combosquatting,typosquatting,subdomain
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,paypal.com,subdomain_usage,mobile.paypal.com.test-domain.com,4014,homograph,typosquatting,combosquatting,subdomain,wrong_tld
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,linkedin.com,typosquatting,linkedn.com,3383,combosquatting,typosquatting,subdomain,wrong_tld,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,xfinity.com,subdomain_usage,5blis.xfinity.com.1wf8f.test-domain.com,13214,combosquatting,wrong_tld,typosquatting,subdomain,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,paypal.com,typosquatting,payal.com,3543,subdomain,combosquatting,typosquatting,wrong_tld,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,docusign.com,typosquatting,docsign.com,9782,typosquatting,subdomain,wrong_tld,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,apple.com,combosquatting,qapplel.com,2901,subdomain,homograph,typosquatting,combosquatting,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,amazon.com,wrong_tld,amazon.de,2946,wrong_tld,typosquatting,combosquatting,subdomain,homograph
5905d562-79b7-4f1f-b045-708572f51e3b,instagram.com,homograph,instagгam.com,30307,wrong_tld,combosquatting,subdomain,typosquatting,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,linkedin.com,homograph,ⵏinkedin.com,9313,combosquatting,subdomain,wrong_tld,typosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,google.com,homograph,gooɡle.com,4119,subdomain,combosquatting,homograph,typosquatting,wrong_tld
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,wellsfargo.com,subdomain_usage,login.wellsfargo.com.account.test-domain.com,12806,combosquatting,subdomain,typosquatting,homograph,wrong_tld
5905d562-79b7-4f1f-b045-708572f51e3b,google.com,wrong_tld,google.de,3280,typosquatting,homograph,subdomain,wrong_tld,combosquatting
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,dropbox.com,homograph,dropbọx.com,24854,combosquatting,wrong_tld,subdomain,typosquatting,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,dhl.com,subdomain_usage,s1ygr.dhl.com.account.test-domain.com,5127,homograph,combosquatting,subdomain,typosquatting,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,orange.com,combosquatting,0orangeh9.com,3479,wrong_tld,typosquatting,subdomain,combosquatting,homograph
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,linkedin.com,combosquatting,alinkedinq.com,3552,combosquatting,homograph,wrong_tld,subdomain,typosquatting
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,dropbox.com,combosquatting,idropbox1m.com,3238,combosquatting,typosquatting,homograph,wrong_tld,subdomain
5905d562-79b7-4f1f-b045-708572f51e3b,amazon.com,homograph,amaẓon.com,18273,typosquatting,homograph,wrong_tld,combosquatting,subdomain
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,att.com,combosquatting,secure-att.com,5330,homograph,subdomain,typosquatting,combosquatting,wrong_tld
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,facebook.com,homograph,ƒacebook.com,13591,subdomain,typosquatting,wrong_tld,combosquatting,homograph
78b800ab-37b4-43d5-9b88-f984c92d06a3,orange.com,homograph,oranƍe.com,4093,combosquatting,wrong_tld,homograph,typosquatting,subdomain
3e906259-bd1f-4ed5-b5ad-c11a81e9d5c3,amazon.com,wrong_tld,amazon.net,11408,typosquatting,homograph,combosquatting,subdomain,wrong_tld
78b800ab-37b4-43d5-9b88-f984c92d06a3,xfinity.com,combosquatting,exfinityyt.com,2501,subdomain,combosquatting,wrong_tld,typosquatting,homograph
5bf85436-ef91-401a-b6b4-3e69fb0a0bf3,instagram.com,combosquatting,instagram-login.com,2903,typosquatting,combosquatting,subdomain,wrong_tld,homograph
